Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Quarter,Price_per_kWh,Range_per_kWh
2022,8,2,4,4748,4952,61332.69,100,562,400.26,0,5698,3,613.3269,5.62
2017,12,1,4,13476,15390,111939.86,60,352,711.53,2,6329,4,1865.6643333333334,5.866666666666666
2016,1,2,2,16295,18414,90507.28,100,571,1395.67,1,11703,1,905.0728,5.71
2021,9,2,3,10573,11018,118056.08,75,418,662.93,0,11799,3,1574.0810666666666,5.573333333333333
2016,8,1,0,12772,13650,83928.74,120,669,1281.67,0,14348,3,699.4061666666668,5.575
2021,8,3,1,5906,5931,92357.11,60,341,302.09,1,6584,3,1539.2851666666668,5.683333333333334
2018,11,3,0,8468,8695,77455.25,120,716,909.46,1,4694,4,645.4604166666667,5.966666666666667
2023,6,2,1,10752,11762,87665.57,82,478,770.92,2,4394,2,1069.0923170731708,5.829268292682927
2023,10,0,4,15077,15738,95904.41,75,436,986.04,2,5513,4,1278.7254666666668,5.8133333333333335
2020,2,3,0,9917,10003,68359.2,120,686,1020.46,0,4882,1,569.66,5.716666666666667
2023,2,1,1,6474,7133,100756.72,100,598,580.72,1,6124,1,1007.5672,5.98
2018,1,2,0,8654,8791,74842.84,100,570,739.92,2,11109,1,748.4284,5.7
2015,3,3,2,14634,16060,109445.64,60,349,766.09,2,9819,1,1824.094,5.816666666666666
2018,8,1,4,14958,14989,95456.52,100,583,1308.08,2,12583,3,954.5652,5.83
2017,3,2,0,8191,8781,96370.38,82,455,559.04,2,6466,1,1175.2485365853659,5.548780487804878
2024,3,0,1,11335,11881,52624.16,82,488,829.72,2,4675,1,641.7580487804878,5.951219512195122
2020,9,0,1,10184,11425,87923.22,60,333,508.69,2,12193,3,1465.387,5.55
2019,10,1,2,10077,11395,92918.14,60,334,504.86,1,14548,4,1548.6356666666666,5.566666666666666
2019,4,0,1,8852,9314,112688.9,75,448,594.85,2,8321,2,1502.5186666666666,5.973333333333334
2016,7,0,3,8511,9241,91143.86,82,458,584.71,1,7346,3,1111.510487804878,5.585365853658536
2017,10,1,3,9182,9225,79633.46,120,665,915.9,1,10282,4,663.6121666666667,5.541666666666667
2016,6,2,3,11524,11540,67267.52,82,480,829.73,0,14901,2,820.3356097560976,5.853658536585366
2019,1,1,3,6901,7866,114585.16,120,690,714.25,1,6934,1,954.8763333333334,5.75
2020,8,0,4,8893,9242,54689.38,75,413,550.92,2,5936,3,729.1917333333333,5.506666666666667
2019,4,2,2,9594,10233,90358.15,60,359,516.64,0,5899,2,1505.9691666666665,5.983333333333333
2016,12,0,2,20577,21279,117482.02,120,714,2203.8,2,11665,4,979.0168333333334,5.95
2020,10,2,1,12790,13152,90144.42,100,560,1074.36,1,13339,4,901.4442,5.6
2024,8,1,4,8042,8208,97137.41,82,475,572.99,2,6533,3,1184.6025609756098,5.7926829268292686
2021,6,1,0,11325,12940,51554.2,120,678,1151.75,0,14052,2,429.6183333333333,5.65
2020,3,2,1,14117,15703,69062.08,120,667,1412.41,2,6023,1,575.5173333333333,5.558333333333334
2023,9,0,0,5515,5939,97302.27,82,490,405.35,2,6044,3,1186.6130487804878,5.975609756097561
2021,6,2,2,8875,9724,70170.65,60,337,448.63,2,11766,2,1169.5108333333333,5.616666666666666
2024,7,3,1,12960,13431,104157.55,60,345,670.68,0,14135,3,1735.9591666666668,5.75
2020,3,0,2,6935,7126,90385.53,82,457,475.39,1,7274,1,1102.2625609756096,5.573170731707317
2022,1,2,0,7872,7975,112547.42,100,569,671.88,1,6760,1,1125.4741999999999,5.69
2020,3,0,3,9500,9611,111688.06,75,415,591.38,2,11481,1,1489.1741333333332,5.533333333333333
2025,3,0,4,10220,10814,92915.06,100,552,846.22,2,9077,1,929.1505999999999,5.52
2015,4,2,0,6410,6747,58194.69,82,456,438.44,0,12138,2,709.6913414634147,5.560975609756097
2019,11,0,3,499,545,116233.08,120,694,51.95,2,9482,4,968.609,5.783333333333333
2018,5,0,0,5386,5479,111829.15,60,342,276.3,0,7647,2,1863.8191666666667,5.7
2022,9,0,3,12131,13532,82362.99,60,351,638.7,0,11831,3,1372.7165,5.85
2024,8,0,4,8752,8801,92387.05,75,430,564.5,1,4269,3,1231.8273333333334,5.733333333333333
2023,10,1,2,11280,12141,87264.34,120,676,1143.79,1,13939,4,727.2028333333333,5.633333333333334
2015,7,0,4,8461,8784,97705.19,100,588,746.26,2,10147,3,977.0519,5.88
2019,10,3,2,10325,10402,60493.65,100,576,892.08,0,9909,4,604.9365,5.76
2018,11,0,4,11974,12019,98303.28,100,565,1014.8,0,3668,4,983.0328,5.65
2018,11,1,4,9189,9621,94495.17,120,681,938.66,2,4782,4,787.45975,5.675
2018,6,3,4,15956,17939,104842.87,75,422,1010.01,0,14290,2,1397.9049333333332,5.626666666666667
2021,5,0,1,10336,11854,68779.32,60,331,513.18,2,11460,2,1146.3220000000001,5.516666666666667
2020,1,0,0,15152,16661,73685.75,60,358,813.66,1,13946,1,1228.0958333333333,5.966666666666667
2017,2,3,0,4224,4356,75809.5,60,341,216.06,1,3628,1,1263.4916666666666,5.683333333333334
2025,11,1,4,8475,9309,95766.33,75,416,528.84,1,6826,4,1276.8844,5.546666666666667
2023,4,2,1,4093,4244,50630.4,100,561,344.43,0,4652,2,506.30400000000003,5.61
2023,2,2,4,2972,3384,108025.09,75,416,185.45,1,4297,1,1440.3345333333332,5.546666666666667
2020,10,3,0,8208,8804,74849.66,75,424,522.03,0,14566,4,997.9954666666667,5.653333333333333
2018,9,0,0,14260,14838,67415.43,60,358,765.76,2,6579,3,1123.5904999999998,5.966666666666667
2018,6,1,4,7570,8501,107843.86,75,434,492.81,1,7237,2,1437.9181333333333,5.786666666666667
2025,9,0,1,13486,13929,97497.75,75,434,877.94,0,9635,3,1299.97,5.786666666666667
2022,1,3,4,12149,12201,98287.47,120,688,1253.78,2,4492,1,819.0622500000001,5.733333333333333
2024,6,1,1,12547,14095,66165.83,60,332,624.84,2,14753,2,1102.7638333333334,5.533333333333333
2024,5,0,1,10084,10225,62086.02,82,451,682.18,1,10123,2,757.1465853658536,5.5
2024,3,0,4,11566,12885,83989.63,82,465,806.73,2,8020,1,1024.263780487805,5.670731707317073
2017,9,0,3,5933,5952,75229.88,82,483,429.85,0,9794,3,917.4375609756098,5.890243902439025
2015,9,0,3,7909,8216,76578.47,82,475,563.52,2,6216,3,933.8837804878049,5.7926829268292686
2015,2,2,4,11172,11180,61256.56,100,577,966.94,2,11302,1,612.5656,5.77
2025,7,3,1,6187,6687,98364.44,100,571,529.92,2,13248,3,983.6444,5.71
2017,12,0,4,9237,9445,117765.35,100,572,792.53,1,9018,4,1177.6535000000001,5.72
2015,5,0,2,13489,13580,69667.42,120,717,1450.74,1,13683,2,580.5618333333333,5.975
2020,1,1,2,16543,17897,75159.67,75,415,1029.8,0,5320,1,1002.1289333333333,5.533333333333333
2024,11,1,4,5572,5749,76203.53,100,563,470.56,2,4059,4,762.0353,5.63
2022,8,1,3,5100,5665,77782.16,75,422,322.83,2,7505,3,1037.0954666666667,5.626666666666667
2019,10,2,2,10077,10790,84321.87,82,485,733.1,1,12983,4,1028.315487804878,5.914634146341464
2020,7,3,0,9320,9944,50496.76,82,484,676.63,1,7317,3,615.8141463414635,5.902439024390244
2015,11,2,1,20107,22594,74346.64,120,700,2111.23,1,9788,4,619.5553333333334,5.833333333333333
2017,2,0,2,10163,10570,108483.62,82,451,687.53,2,7549,1,1322.9709756097561,5.5
2022,1,3,2,20667,23519,53441.1,82,474,1469.42,1,13243,1,651.7207317073171,5.780487804878049
2017,1,2,0,13497,14260,117485.49,75,415,840.19,2,11244,1,1566.4732000000001,5.533333333333333
2024,2,3,4,6847,7872,80315.33,120,702,720.99,1,5191,1,669.2944166666667,5.85
2022,9,2,1,14126,14145,52308.39,82,485,1027.67,0,11208,3,637.9071951219512,5.914634146341464
2020,10,1,4,2923,3338,108972.49,75,439,192.48,0,3935,4,1452.9665333333335,5.8533333333333335
2021,4,2,0,10226,10533,64770.47,82,479,734.74,1,5636,2,789.8837804878049,5.841463414634147
2024,12,2,4,6349,7036,106746.6,120,684,651.41,1,11957,4,889.5550000000001,5.7
2023,8,2,1,10874,12275,55370.92,60,333,543.16,2,8942,3,922.8486666666666,5.55
2021,6,3,2,9313,10131,118325.48,120,691,965.29,2,13863,2,986.0456666666666,5.758333333333334
2020,1,2,3,19577,21213,101984.52,60,338,992.55,1,9779,1,1699.742,5.633333333333334
2020,11,2,1,8660,8911,64726.05,75,413,536.49,1,13760,4,863.014,5.506666666666667
2024,3,2,4,10989,12555,119912.5,82,466,768.13,1,6585,1,1462.3475609756097,5.682926829268292
2021,12,2,1,8284,9097,99652.0,100,579,719.47,1,7286,4,996.52,5.79
2019,12,2,3,14160,15916,89385.88,120,705,1497.42,0,11563,4,744.8823333333333,5.875
2021,6,3,3,7939,8893,92306.65,60,335,398.93,2,8937,2,1538.4441666666667,5.583333333333333
2018,12,0,4,11849,13148,103882.26,82,490,870.9,1,9882,4,1266.8568292682926,5.975609756097561
2018,2,0,2,14166,16177,78014.86,100,589,1251.57,2,6191,1,780.1486,5.89
2015,12,0,0,4993,5640,83124.69,100,598,447.87,2,5226,4,831.2469,5.98
2018,1,0,3,3922,4416,65486.71,120,682,401.22,2,12700,1,545.7225833333333,5.683333333333334
2025,12,0,3,13671,15308,67998.03,60,348,713.63,0,8520,4,1133.3005,5.8
2019,10,2,1,3237,3475,90094.08,120,674,327.26,2,12527,4,750.784,5.616666666666666
2024,6,1,2,9874,11229,119242.89,100,593,878.29,2,14973,2,1192.4288999999999,5.93
2020,1,1,0,8186,8985,107716.19,60,342,419.94,1,3877,1,1795.2698333333333,5.7
2019,6,1,2,14287,16241,80739.15,75,413,885.08,1,7347,2,1076.522,5.506666666666667
2023,12,2,1,9203,10426,101084.08,60,334,461.07,1,9789,4,1684.7346666666667,5.566666666666666
2019,6,3,3,6397,7290,51725.11,82,479,459.62,0,11703,2,630.7940243902439,5.841463414634147
2019,11,1,3,10964,12047,119238.77,120,675,1110.1,2,11064,4,993.6564166666667,5.625
2021,3,0,3,11349,11618,81896.26,100,580,987.36,0,11302,1,818.9626,5.8
2024,1,2,0,9756,10011,93531.74,60,330,482.92,1,7794,1,1558.8623333333335,5.5
2018,9,3,0,10028,10999,85739.93,60,333,500.9,0,6744,3,1428.9988333333333,5.55
2015,8,3,4,14575,16529,105201.8,120,669,1462.6,0,6740,3,876.6816666666667,5.575
2025,10,0,1,15394,15397,89197.49,120,695,1604.82,2,14664,4,743.3124166666668,5.791666666666667
2018,7,0,2,11739,13264,54173.21,100,584,1028.34,1,4679,3,541.7321,5.84
2017,12,2,3,16989,17788,98373.91,82,462,1177.34,0,5287,4,1199.6818292682926,5.634146341463414
2025,6,1,3,9221,10089,108823.54,120,668,923.94,2,13264,2,906.8628333333332,5.566666666666666
2016,2,3,0,13985,14888,67410.0,100,580,1216.69,1,11481,1,674.1,5.8
2015,4,2,2,10084,11453,56390.07,100,565,854.62,0,14400,2,563.9007,5.65
2016,8,2,2,3747,4007,113645.41,120,692,388.94,0,8973,3,947.0450833333333,5.766666666666667
2024,5,3,3,13980,15377,110956.73,100,593,1243.52,1,9947,2,1109.5673,5.93
2025,4,0,1,8438,9651,94711.75,100,592,749.29,1,9480,2,947.1175,5.92
2016,8,2,1,11195,12575,76629.4,60,353,592.78,1,14573,3,1277.1566666666665,5.883333333333334
2020,9,1,2,3028,3350,53637.63,82,486,220.74,2,8499,3,654.1174390243903,5.926829268292683
2024,3,3,1,7874,7878,84682.14,60,333,393.31,0,12052,1,1411.369,5.55
2022,12,3,4,14239,15200,72759.3,75,430,918.42,1,12824,4,970.124,5.733333333333333
2017,6,2,2,11053,11464,65008.45,75,422,699.65,2,5970,2,866.7793333333333,5.626666666666667
2023,10,1,0,4070,4344,95267.09,100,597,364.47,2,12534,4,952.6709,5.97
2020,5,2,1,9239,9839,105978.43,100,586,812.11,2,8115,2,1059.7843,5.86
2022,8,3,1,15396,17005,91077.43,120,709,1637.36,1,3867,3,758.9785833333333,5.908333333333333
2018,8,0,3,11344,11779,65445.57,82,456,775.93,2,13309,3,798.1167073170732,5.560975609756097
2021,6,1,4,2784,2834,99246.98,60,349,145.74,1,7487,2,1654.1163333333332,5.816666666666666
2015,2,2,1,5052,5602,112797.72,75,445,337.22,2,12358,1,1503.9696000000001,5.933333333333334
2024,4,1,2,9469,10565,114960.61,100,563,799.66,2,7018,2,1149.6061,5.63
2023,12,3,4,9486,9874,71183.56,75,435,618.96,0,8259,4,949.1141333333333,5.8
2024,5,1,0,8761,8977,52950.53,75,429,563.77,1,12614,2,706.0070666666667,5.72
2019,1,2,3,13208,14709,69734.28,60,339,671.63,0,14095,1,1162.238,5.65
2021,7,0,1,8967,9082,62842.05,60,352,473.46,1,3263,3,1047.3675,5.866666666666666
2019,9,3,3,1930,2093,114172.92,60,354,102.48,1,8413,3,1902.882,5.9
2022,11,0,3,7397,7921,97398.92,60,356,395.0,0,11990,4,1623.3153333333332,5.933333333333334
2017,10,2,2,11917,12332,59077.53,60,337,602.4,2,7263,4,984.6255,5.616666666666666
2018,1,1,4,2368,2385,53693.57,100,584,207.44,2,8495,1,536.9357,5.84
2016,9,0,3,11133,11512,108592.88,100,563,940.18,0,10714,3,1085.9288000000001,5.63
2021,4,2,1,8550,8715,82792.29,120,695,891.34,0,3371,2,689.93575,5.791666666666667
2021,11,1,0,7825,8121,106751.13,60,358,420.2,1,4631,4,1779.1855,5.966666666666667
2018,6,1,2,128,143,116537.3,82,451,8.66,2,14790,2,1421.1865853658537,5.5
2017,7,2,1,7161,7274,65565.29,100,575,617.64,0,10293,3,655.6528999999999,5.75
2015,6,0,0,7201,8144,114461.07,75,414,447.18,0,6322,2,1526.1476,5.52
2016,9,2,3,6101,6994,57750.44,60,342,312.98,0,3504,3,962.5073333333333,5.7
2021,10,1,2,9675,10252,85954.34,82,483,700.95,2,7483,4,1048.2236585365854,5.890243902439025
2025,10,1,4,8720,9521,98179.93,100,575,752.1,2,8707,4,981.7992999999999,5.75
2015,5,1,0,10050,10998,98702.41,75,429,646.72,0,10530,2,1316.0321333333334,5.72
2023,9,3,3,15098,15229,115038.14,82,460,1041.76,1,14996,3,1402.9041463414635,5.609756097560975
2018,2,0,4,11445,11972,88252.1,60,342,587.13,0,4922,1,1470.8683333333333,5.7
2021,10,0,2,3157,3343,77143.5,100,564,267.08,2,6222,4,771.435,5.64
2015,1,0,1,8795,9165,87988.73,82,456,601.58,2,12626,1,1073.0332926829267,5.560975609756097
2016,3,3,0,13927,15011,83542.73,75,413,862.78,0,7094,1,1113.9030666666665,5.506666666666667
2019,6,1,1,12163,13001,53857.11,75,428,780.86,0,8628,2,718.0948,5.706666666666667
2019,12,0,1,11220,12431,56029.5,60,343,577.27,0,5087,4,933.825,5.716666666666667
2021,1,3,2,10139,10942,106742.27,60,352,535.34,0,10965,1,1779.0378333333333,5.866666666666666
2025,4,0,4,9751,10553,50245.76,100,552,807.38,1,5410,2,502.4576,5.52
2025,4,0,3,11382,12375,110681.15,82,490,836.58,2,11104,2,1349.7701219512194,5.975609756097561
2024,12,1,4,6662,7463,114055.37,82,482,481.66,2,12869,4,1390.9191463414634,5.878048780487805
2021,7,1,4,14909,15392,91361.03,75,446,997.41,0,12573,3,1218.1470666666667,5.946666666666666
2024,6,1,0,9170,9703,62992.28,120,707,972.48,1,7992,2,524.9356666666666,5.891666666666667
2022,1,1,3,15237,17350,57875.29,75,416,950.79,0,6996,1,771.6705333333333,5.546666666666667
2018,7,0,1,11901,12643,88401.19,75,427,762.26,0,9235,3,1178.6825333333334,5.693333333333333
2024,3,1,3,9744,10496,59151.43,82,459,670.87,1,10874,1,721.3589024390244,5.597560975609756
2018,9,2,2,15810,17649,77518.53,120,668,1584.16,2,3128,3,645.98775,5.566666666666666
2017,1,2,1,8688,9781,50267.39,75,421,548.65,0,11890,1,670.2318666666666,5.613333333333333
2022,6,3,3,15131,16082,63579.58,75,423,960.06,2,9061,2,847.7277333333334,5.64
2016,5,2,2,16846,19100,116873.43,60,353,892.0,1,6784,2,1947.8905,5.883333333333334
2017,2,2,2,12872,14359,106500.89,82,455,878.51,0,6186,1,1298.7913414634147,5.548780487804878
2020,8,1,4,4607,5003,94618.32,82,473,326.87,1,11859,3,1153.8819512195123,5.7682926829268295
2019,3,2,2,12284,12804,69530.58,75,427,786.79,2,14985,1,927.0744,5.693333333333333
2025,4,2,0,11544,11617,91072.84,75,422,730.74,2,3389,2,1214.3045333333332,5.626666666666667
2022,6,3,1,6816,7670,61385.66,82,486,496.89,2,11241,2,748.6056097560976,5.926829268292683
2022,6,1,2,12296,13578,78661.36,82,486,896.38,0,6575,2,959.2848780487805,5.926829268292683
2023,8,0,2,7201,7619,92014.18,60,345,372.65,1,11334,3,1533.5696666666665,5.75
2016,6,2,1,13013,14255,103278.51,120,669,1305.85,1,8538,2,860.6542499999999,5.575
2025,6,0,0,8638,8830,99142.5,82,480,621.94,0,11090,2,1209.0548780487804,5.853658536585366
2020,6,0,3,7718,7890,85698.96,60,343,397.09,1,13809,2,1428.316,5.716666666666667
2021,10,2,2,10632,11812,87998.9,60,345,550.21,2,7173,4,1466.6483333333333,5.75
2017,4,0,2,416,466,108507.81,75,424,26.46,2,11323,2,1446.7708,5.653333333333333
2020,2,1,3,10403,11265,58031.94,60,333,519.63,2,9354,1,967.1990000000001,5.55
2024,10,2,0,11501,12292,91552.48,60,338,583.1,0,10750,4,1525.8746666666666,5.633333333333334
2018,12,2,3,13653,14025,80124.26,75,418,856.04,0,11479,4,1068.3234666666665,5.573333333333333
2022,5,0,4,4849,5434,75892.2,75,436,317.12,1,11704,2,1011.896,5.8133333333333335
2023,12,3,1,5102,5378,109654.99,75,433,331.37,1,11614,4,1462.0665333333334,5.773333333333333
2019,3,1,4,9962,10229,112379.81,75,429,641.05,0,11516,1,1498.3974666666666,5.72
2019,7,0,3,8330,8492,95040.03,75,419,523.54,0,4171,3,1267.2004,5.586666666666667
2024,10,0,4,9150,10087,115850.2,82,478,656.05,2,13455,4,1412.8073170731707,5.829268292682927
2019,2,2,1,9029,9256,74835.81,82,467,632.48,2,3688,1,912.6318292682927,5.695121951219512
2021,12,2,0,12810,13469,78749.03,60,351,674.45,0,9138,4,1312.4838333333332,5.85
2015,8,0,4,15381,16421,57926.66,60,359,828.27,0,13066,3,965.4443333333334,5.983333333333333
2017,6,3,2,9078,10082,99318.81,82,468,637.28,2,7158,2,1211.205,5.7073170731707314
2021,2,0,2,11057,11975,115158.3,75,412,683.32,2,11978,1,1535.444,5.493333333333333
2017,12,3,4,11318,12678,77446.55,82,481,816.59,0,4505,4,944.4701219512195,5.865853658536586
2020,1,0,3,10621,10724,82600.79,75,421,670.72,2,8637,1,1101.3438666666666,5.613333333333333
2018,9,2,1,11696,12343,75003.46,60,340,596.5,2,9246,3,1250.0576666666668,5.666666666666667
2017,1,1,3,10853,10934,55103.13,120,684,1113.52,2,6543,1,459.19275,5.7
2017,4,2,0,15689,17358,61712.49,75,441,1037.83,1,10005,2,822.8331999999999,5.88
2019,10,3,1,9848,10801,51187.84,75,448,661.79,1,3535,4,682.5045333333333,5.973333333333334
2019,8,2,0,16904,17438,66570.43,100,581,1473.18,2,12959,3,665.7042999999999,5.81
2017,2,0,3,249,268,91659.22,75,412,15.39,2,8569,1,1222.1229333333333,5.493333333333333
2017,8,0,4,1177,1215,96317.9,120,689,121.64,1,3063,3,802.6491666666666,5.741666666666666
2024,6,2,1,13451,13642,72453.51,82,466,940.22,1,10471,2,883.5793902439024,5.682926829268292
2021,12,3,0,5022,5211,62150.05,60,358,269.68,2,13255,4,1035.8341666666668,5.966666666666667
2019,3,0,3,11583,12335,87487.97,100,573,995.56,2,7670,1,874.8797,5.73
2023,1,0,1,6659,7582,77831.43,120,697,696.2,0,12357,1,648.59525,5.808333333333334
2019,10,0,2,7860,8594,74924.71,82,483,569.46,0,5804,4,913.7159756097561,5.890243902439025
2025,4,2,1,14345,15265,94878.36,82,490,1054.36,1,13075,2,1157.0531707317073,5.975609756097561
2015,6,2,1,8899,9724,75823.95,100,573,764.87,0,11969,2,758.2395,5.73
2018,2,3,2,7777,8238,62724.52,100,557,649.77,0,12927,1,627.2452,5.57
2025,2,2,4,7540,8505,90014.78,82,469,530.44,0,4795,1,1097.7412195121951,5.719512195121951
2023,3,0,0,8116,8848,92442.19,75,426,518.61,0,13853,1,1232.5625333333335,5.68
2019,7,3,1,11549,12620,104702.35,120,702,1216.11,2,13013,3,872.5195833333333,5.85
2022,7,0,2,13013,13750,82457.31,60,332,648.05,0,10307,3,1374.2884999999999,5.533333333333333
2018,6,0,2,11866,12603,117056.21,60,346,615.85,1,10261,2,1950.9368333333334,5.766666666666667
2015,6,2,0,14478,15062,76409.89,75,413,896.91,2,6864,2,1018.7985333333334,5.506666666666667
2017,9,2,1,10579,11779,80960.57,75,439,696.63,0,7670,3,1079.4742666666668,5.8533333333333335
2025,1,1,0,10166,11068,101384.48,100,575,876.82,1,12767,1,1013.8448,5.75
2024,11,0,2,6687,7081,54489.47,120,673,675.05,0,12514,4,454.07891666666666,5.608333333333333
2025,10,3,3,16033,16582,79611.01,82,473,1137.54,2,13663,4,970.865975609756,5.7682926829268295
2017,8,2,2,12673,14159,102622.29,60,354,672.94,0,9216,3,1710.3715,5.9
2016,7,1,0,13821,14501,80381.36,100,554,1148.53,0,5647,3,803.8136,5.54
2016,2,1,4,12910,12986,58547.69,60,343,664.22,1,14206,1,975.7948333333334,5.716666666666667
2015,3,1,1,6612,7456,72184.54,82,457,453.25,2,9681,1,880.2992682926829,5.573170731707317
2019,2,0,1,10886,11220,105859.86,60,352,574.78,1,3765,1,1764.331,5.866666666666666
2018,8,2,1,6056,6666,101051.69,75,434,394.25,2,5481,3,1347.3558666666668,5.786666666666667
2018,3,0,4,17318,18386,79924.05,120,679,1763.84,0,9770,1,666.03375,5.658333333333333
2020,1,2,0,6748,7252,73067.13,75,429,434.23,1,13283,1,974.2284000000001,5.72
2019,9,1,1,10984,11720,104458.95,60,336,553.59,0,4974,3,1740.9824999999998,5.6
2015,1,3,0,6367,6802,104962.32,82,459,438.37,0,9170,1,1280.0282926829268,5.597560975609756
2021,8,2,2,10233,11730,73326.92,120,695,1066.79,0,4082,3,611.0576666666667,5.791666666666667
2019,6,2,3,11186,11734,74473.01,120,695,1166.14,1,6290,2,620.6084166666666,5.791666666666667
2018,6,2,3,17589,17847,53084.61,60,335,883.85,1,9495,2,884.7435,5.583333333333333
2017,11,3,1,6667,7125,100750.43,100,578,578.03,0,11006,4,1007.5043,5.78
2022,2,2,2,4371,4439,106904.99,75,413,270.78,1,10907,1,1425.3998666666666,5.506666666666667
2024,2,2,3,12916,13789,79672.98,60,345,668.4,1,14340,1,1327.883,5.75
2019,10,1,4,10554,11418,56263.12,100,570,902.37,2,13239,4,562.6312,5.7
2017,5,0,0,2895,3028,74707.1,60,348,151.12,2,7008,2,1245.1183333333333,5.8
2015,3,0,2,12060,13504,95497.48,82,479,866.51,2,12549,1,1164.6034146341462,5.841463414634147
2018,7,0,4,16516,18763,119407.29,75,420,1040.51,2,7265,3,1592.0972,5.6
2023,4,3,3,12491,12935,70206.64,100,596,1116.7,2,12908,2,702.0664,5.96
2022,8,3,4,17669,18984,107730.62,120,684,1812.84,2,4228,3,897.7551666666666,5.7
2018,6,0,4,7543,7633,80928.36,100,558,631.35,2,5213,2,809.2836,5.58
2019,8,2,2,11957,12248,117182.2,82,485,869.87,0,13365,3,1429.051219512195,5.914634146341464
2019,11,1,1,9749,11099,88137.73,120,676,988.55,1,11428,4,734.4810833333333,5.633333333333334
2022,12,1,1,13091,14830,101032.36,120,715,1404.01,1,6991,4,841.9363333333333,5.958333333333333
2019,1,0,1,12370,13923,66787.4,75,419,777.45,2,9058,1,890.4986666666666,5.586666666666667
2016,8,2,0,14320,14659,98712.94,60,353,758.24,0,6801,3,1645.2156666666667,5.883333333333334
2015,1,2,0,8803,9344,102888.58,60,336,443.67,1,3923,1,1714.8096666666668,5.6
2017,11,3,0,9790,10499,108676.13,60,340,499.29,1,13317,4,1811.2688333333333,5.666666666666667
2015,2,2,2,5076,5146,112805.1,60,357,271.82,1,10597,1,1880.085,5.95
2025,5,2,4,9312,10589,59818.7,60,346,483.29,1,10117,2,996.9783333333332,5.766666666666667
2017,3,3,0,16322,16958,74163.45,82,488,1194.77,0,6486,1,904.4323170731707,5.951219512195122
2018,11,3,2,9342,9740,70227.8,82,466,653.01,2,7719,4,856.4365853658537,5.682926829268292
2022,9,3,1,11967,12515,102122.26,75,414,743.15,2,5631,3,1361.6301333333333,5.52
2022,11,0,2,12632,13778,92986.35,120,691,1309.31,1,4102,4,774.88625,5.758333333333334
2017,3,2,3,11422,13008,66007.37,82,477,817.24,0,5664,1,804.9679268292682,5.817073170731708
2022,2,1,2,3095,3369,101539.59,60,347,161.09,1,3801,1,1692.3265,5.783333333333333
2025,10,3,1,5566,5721,63888.05,100,573,478.4,0,8899,4,638.8805,5.73
2016,1,1,2,8875,9097,57319.75,82,477,635.01,2,11477,1,699.0213414634146,5.817073170731708
2018,4,3,0,5716,6185,62225.3,75,423,362.68,2,10965,2,829.6706666666668,5.64
2020,11,1,0,10137,10384,112652.37,100,584,888.0,2,5998,4,1126.5237,5.84
2015,8,0,0,10222,11128,77930.19,60,331,507.52,2,7022,3,1298.8365000000001,5.516666666666667
2022,1,1,1,4738,5389,59378.24,120,700,497.49,0,3052,1,494.8186666666667,5.833333333333333
2017,8,1,2,13987,15741,107497.19,75,444,931.53,2,8821,3,1433.2958666666666,5.92
2025,7,0,3,16163,18239,71701.14,82,467,1132.22,0,7278,3,874.4041463414634,5.695121951219512
2020,8,1,1,11092,11149,84829.63,100,557,926.74,2,5195,3,848.2963000000001,5.57
2017,5,1,0,8571,8637,85335.69,75,439,564.4,1,13351,2,1137.8092,5.8533333333333335
2022,4,2,4,14998,16569,99275.51,120,689,1550.04,2,13978,2,827.2959166666666,5.741666666666666
2022,7,2,1,14063,14945,80859.86,100,581,1225.59,2,12293,3,808.5986,5.81
2023,8,1,2,10073,11143,59410.18,60,354,534.88,1,10273,3,990.1696666666667,5.9
2015,7,1,3,6676,7646,110585.5,100,590,590.83,0,6094,3,1105.855,5.9
2025,11,2,0,12586,14301,106595.93,82,487,919.41,0,3139,4,1299.9503658536585,5.939024390243903
2023,5,1,1,9249,10571,110580.06,100,564,782.47,0,4911,2,1105.8006,5.64
2019,2,3,2,9582,10448,55580.06,120,700,1006.11,1,14190,1,463.1671666666667,5.833333333333333
2025,11,2,1,4645,4827,65577.08,82,480,334.44,1,4017,4,799.7204878048781,5.853658536585366
2015,10,0,2,9702,9971,87933.07,100,593,862.99,0,11786,4,879.3307000000001,5.93
2019,9,2,0,9845,11013,64063.79,75,442,652.72,2,13201,3,854.1838666666666,5.8933333333333335
2019,2,0,3,3999,4181,118806.28,120,698,418.7,0,11612,1,990.0523333333333,5.816666666666666
2017,11,2,0,15553,16347,85740.65,100,580,1353.11,2,13927,4,857.4064999999999,5.8
2017,7,1,1,8884,8977,62995.27,100,583,776.91,1,13580,3,629.9526999999999,5.83
2015,10,3,2,11024,12017,96552.57,100,558,922.71,1,13972,4,965.5257,5.58
2016,4,3,1,4520,4991,78302.31,82,468,317.3,1,11611,2,954.9062195121951,5.7073170731707314
2025,3,1,4,10934,11208,118491.97,82,466,764.29,1,4283,1,1445.024024390244,5.682926829268292
2019,6,3,2,10583,11908,99724.61,75,416,660.38,1,11831,2,1329.6614666666667,5.546666666666667
2025,5,0,2,10564,10708,80551.39,100,579,917.48,2,9264,2,805.5139,5.79
